de_dust2,Long Cross,stand,left,smokegrenade,899.34448242188,1070.9125976563,1.0367755889893,-55.766345977783,81.066917419434
de_dust2,B Doors,jump,left,smokegrenade,-1332.0238037109,491.93939208984,8.03125,-60.955005645752,88.298973083496
de_dust2,Mid Doors,jump,left,smokegrenade,-450.82330322266,-660.03125,116.90608978271,-6.3539252281189,88.865966796875
de_dust2,Mid to B,jump,left,smokegrenade,-275.03112792969,1345.3395996094,-122.77160644531,-11.509482383728,129.9702911377
de_dust2,Long Doors,jump,left,smokegrenade,769.74865722656,2379.939453125,-35.553405761719,-51.42993927002,-91.29704284668
de_dust2,Smoke CT Cross,jump,left,smokegrenade,916.03125,1123.96875,1.416784,-57.617897,77.505424
de_dust2,Smoke middle double doors,jump,left,smokegrenade,-450.617676,-660.03125,116.854233,-10.122581,88.908669
de_dust2,Smoke B doors,jump,left,smokegrenade,-1332.026978,491.96875,8.03125,-57.213181,87.883202
de_dust2,Smoke B window,jump,left,smokegrenade,-1332.026978,491.96875,8.03125,-50.045624,89.051575
de_dust2,Flash Long,jump,left,flashbang,363.96875,-384.090759,6.350057,-7.020854,49.626762
de_dust2,Smoke CT Spawn,jump,left,smokegrenade,-275.02771,1345.365601,-122.771606,-12.179221,129.617523
de_dust2,Smoke CT Ramp,stand,left,smokegrenade,-641.193848,493.968445,9.046554,-23.663158,56.556755
de_dust2,Smoke B Lurk,stand,left,smokegrenade,-1766.324707,993.93219,38.610825,-4.900614,111.865814
de_dust2,Molo A site,jump,left,molotovgrenade,1768.968384,708.380371,51.829105,5.178739,109.056473
de_dust2,Molo Car,jump,left,molotovgrenade,847.175293,790.028687,47.03125,5.919145,54.657383
de_dust2,Retake flash B,stand,left,flashbang,-569.967346,2080.009033,-118.046753,-35.829189,170.290817
de_dust2,Pop flash mid,stand,left,flashbang,-275.031738,1345.435791,-122.197815,-37.957565,60.321495
de_dust2,Flash B,jump,left,flashbang,-1624.031616,933.307556,35.095646,-19.426493,126.203423
de_dust2,Entry flash A,jump,left,flashbang,255.674881,1515.96875,2.102551,-28.604063,61.051277
de_dust2,Entry flash A 2,stand,left,flashbang,489.968536,1943.96875,96.03125,-28.663475,113.26783
de_dust2,Smoke xbox,jump,left,smokegrenade,-403.819702,-1051.968506,105.379646,-8.721829,87.226273
de_dust2,Smoke B doors,stand,left,smokegrenade,-1040.035522,-980.730835,130.551239,-20.037663,93.466873
de_dust2,Smoke long corner,jump,left,smokegrenade,7.483195,-660.032837,6.761933,-13.731374,56.823174
de_dust2,Smoke long double doors,stand,left,smokegrenade,769.658447,2379.970459,-35.010498,-53.34145,-91.717018
